imdbid	title	wdid	rtid	mmid
tt0373051	Journey to the Center of the Earth	Q250770	10008588-journey_3d	46884
tt0392465	Mozart and the Whale	Q250836	mozart_and_the_whale	25286
tt0109506	The Crow	Q250912	crow	1161
tt0105130	Peter's Friends	Q249235	peters_friends	6736
tt0092086	Three Amigos	Q249288	1021312-three_amigos	1740
tt1506999	Haywire	Q249350	haywire_2011	75733
tt0283160	Extreme Ops	Q128542	extreme_ops	6325
tt0183523	Mission to Mars	Q128582	mission_to_mars	36
tt0159365	Cold Mountain	Q390097	cold_mountain	8828
tt1194271	Against the Dark	Q390164	null	54611
tt0116277	The Fan	Q390299	1072972-fan	1278
tt0120906	Zero Effect	Q191921	zero_effect	3173
tt0120524	Wishmaster	Q390042	wishmaster	945
tt0134119	The Talented Mr. Ripley	Q390052	talented_mr_ripley	43
tt0486576	Fantastic Four: Rise of the Silver Surfer	Q390063	fantastic_four_2_rise_of_the_silver_surfer	40425
tt0091763	Platoon	Q190643	platoon	252
tt0103594	1492: Conquest of Paradise	Q190765	1492_conquest_of_paradise	1394
tt0838247	After.Life	Q388873	after.life	42362
tt0098994	After Dark, My Sweet	Q388934	after_dark_my_sweet	4981
tt0295700	Wrong Turn	Q388944	wrong_turn	11616
tt0443680	The Assassination of Jesse James by the Coward Robert Ford	Q388950	10005911-assassination_of_jesse_james_by_the_coward_robert_ford	32128
tt0053291	Some Like It Hot	Q190086	some_like_it_hot	1105
tt0316654	Spider-Man 2	Q190145	spiderman_2	9463
tt0453467	Déjà Vu	Q252409	deja_vu	38081
tt0039192	Black Narcissus	Q252529	null	3085
tt1331307	Dread	Q252577	null	55312
tt0437503	Tarzan II	Q258815	tarzan_ii	30038
tt0361696	Raise Your Voice	Q258847	raise_your_voice	20760
tt0092925	Dragnet	Q389014	1006250	2389
tt0424228	The Land Before Time XI: Invasion of the Tinysauruses	Q389122	null	28051
tt0367479	After the Sunset	Q389151	after_the_sunset	19488
tt0399146	A History of Violence	Q300439	history_of_violence	28106
tt0381682	A Hole in My Heart	Q300442	hole_in_my_heart	23092
tt0420740	A Little Trip to Heaven	Q300461	a_little_trip_to_heaven	32333
tt1422136	A Lonely Place to Die	Q300465	a_lonely_place_to_die_2011	71087
tt0133985	A Murder of Crows	Q300490	murder_of_crows	663
tt0120770	A Night at the Roxbury	Q300502	night_at_the_roxbury	3566
tt1179056	A Nightmare on Elm Street	Q300508	nightmare_on_elm_street_2010	59133
tt0120630	Chicken Run	Q156401	chicken_run	7
tt1014775	Beverly Hills Chihuahua	Q390341	10008587-beverly_hills_chihuahua	46699
tt0196069	Samsara	Q390359	10002103-samsara	5818
tt0054698	Breakfast at Tiffany's	Q193066	breakfast_at_tiffanys	2119
tt0043014	Sunset Boulevard	Q193570	sunset_boulevard	1106
tt0023649	Vampyr	Q304923	1034867-vampyr	8665
tt0047795	Abbott and Costello Meet the Mummy	Q306778	null	15877
tt0040068	Abbott and Costello Meet Frankenstein	Q306791	null	7536
tt0399295	Lord of War	Q308681	lord_of_war	22962
tt0107207	In the Name of the Father	Q304074	in_the_name_of_the_father	438
tt0080731	The Fiendish Plot of Dr. Fu Manchu	Q304356	fiendish_plot_of_dr_fu_manchu	9009
tt0059243	The Great Race	Q304366	1008852-great_race	1901
tt0150662	Fucking Åmål	Q304394	show_me_love	683
tt0438488	Terminator Salvation	Q191543	terminator_salvation	51385
tt0449467	Babel	Q191074	babel	36742
tt1055369	Transformers: Revenge of the Fallen	Q191100	transformers_revenge_of_the_fallen	51753
tt1273235	A Serbian Film	Q300552	a_serbian_film	64573
tt1019452	A Serious Man	Q300555	a_serious_man	59288
tt1315981	A Single Man	Q300559	1218217-single_man	60049
tt0318081	A Sound of Thunder	Q300566	sound_of_thunder	19294
tt0070034	Enter the Dragon	Q331617	enter_the_dragon	2587
tt0034384	Western Union	Q331738	null	16222
tt0099703	The Grifters	Q304488	grifters	3802
tt1235796	Ondine	Q304599	ondine	58438
tt0242795	Presque rien	Q304711	come-undone	9666
tt2076220	Holy Motors	Q304739	holy_motors	82244
tt1258972	The Man with the Iron Fists	Q168602	the_man_with_the_iron_fists	86194
tt0462338	The Hoax	Q168821	1159135-hoax	34724
tt0375233	Innocence	Q168823	10006114-innocence	25604
tt0228750	Proof of Life	Q168849	proof_of_life	125
tt0417658	Factotum	Q168853	factotum	30521
tt0185014	Wonder Boys	Q168862	wonder_boys	44
tt0029081	King Solomon's Mines	Q168887	null	34764
tt0450232	16 Blocks	Q169000	16_blocks	30781
tt0388125	In Her Shoes	Q169012	in_her_shoes	26094
tt0147800	10 Things I Hate About You	Q169082	10_things_i_hate_about_you	714
tt0102728	Puppet Master III: Toulon's Revenge	Q127439	null	12784
tt0024593	The Son of Kong	Q127632	son_of_kong	17462
tt0102011	He Said, She Said	Q127760	he_said_she_said	7484
tt0300051	Jersey Girl	Q127897	jersey_girl	8825
tt0120603	Beloved	Q250954	1057370-beloved	3003
tt0071565	Godzilla vs. Mechagodzilla	Q251335	godzilla_vs_mechagodzilla	10716
tt0040897	The Treasure of the Sierra Madre	Q251559	treasure_of_the_sierra_madre	1583
tt0021746	Cimarron	Q251997	1004177-cimarron	5494
tt0082498	Happy Birthday to Me	Q303999	happy_birthday_to_me	10421
tt0078869	The Black Hole	Q304029	1002497	1201
tt0879870	Eat Pray Love	Q304030	eat_pray_love	62576
tt0097742	Licence to Kill	Q309086	licence_to_kill	1809
tt0181852	Terminator 3: Rise of the Machines	Q192142	terminator_3_rise_of_the_machines	2423
tt1135092	The Limits of Control	Q192160	limits_of_control	56317
tt0841044	2 Days in Paris	Q128646	two_days_in_paris	42104
tt0146309	Thirteen Days	Q128730	thirteen_days	148
tt0054749	Two Women	Q128761	null	6811
tt0971209	A Perfect Getaway	Q300517	a_perfect_getaway	56635
tt0405296	A Scanner Darkly	Q300547	scanner_darkly	28490
tt0066612	Compañeros	Q232003	companeros	18104
tt1201607	Harry Potter and the Deathly Hallows – Part 2	Q232009	harry_potter_and_the_deathly_hallows_part_ii	66863
tt0110963	La Reine Margot	Q508766	null	6085
tt0315983	House of Sand and Fog	Q508841	house_of_sand_and_fog	11465
tt0108333	The Three Musketeers	Q508931	1046772-three_musketeers	2089
tt0114658	Theodore Rex	Q508937	theodore_rex	13467
tt1426378	No One Knows About Persian Cats	Q508952	no_one_knows_about_persian_cats	24989
tt0052654	Die Brücke	Q509003	null	7097
tt0391198	The Grudge	Q310204	null	23860
tt0452971	Azuloscurocasinegro	Q310427	null	39602
tt0401711	Paris, je t'aime	Q310617	paris_je_taime	28434
tt0375154	Tristan & Isolde	Q310729	10004209-tristan_and_isolde	28547
tt0203009	Moulin Rouge!	Q193573	1107863-moulin_rouge	524
tt0412019	Broken Flowers	Q192301	broken_flowers	30243
tt0090967	Down by Law	Q192409	down_by_law	2440
tt0085327	A Friend Is a Treasure	Q231967	who-finds-a-friend-finds-a-treasure	11570
tt0338512	Two Brothers	Q231998	two_brothers	18897
tt0064115	Butch Cassidy and the Sundance Kid	Q232000	1003318-butch_cassidy_and_the_sundance_kid	2073
tt0323872	Kitchen Stories	Q169322	kitchen_stories	14908
tt0097257	Earth Girls Are Easy	Q169372	earth_girls_are_easy	8492
tt0388556	Zebraman	Q169477	zebraman	18305
tt1692486	Carnage	Q169564	carnage	75605
tt0058100	First Men in the Moon	Q508336	null	10128
tt0177971	The Perfect Storm	Q508349	perfect_storm	1
tt0124718	He Got Game	Q508410	he_got_game	445
tt0098097	Pink Cadillac	Q508759	pink_cadillac	5239
tt1188996	My Name Is Khan	Q330663	my_name_is_khan	60148
tt0060200	After the Fox	Q330803	after_the_fox	22524
tt0318462	The Motorcycle Diaries	Q309246	motorcycle_diaries	14186
tt1509767	The Three Musketeers	Q309248	the_three_musketeers_2011	69862
tt0071807	The Man with the Golden Gun	Q309289	man_with_the_golden_gun	1070
tt0082198	Conan the Barbarian	Q309003	conan_the_barbarian	1786
tt0822854	Shooter	Q309014	shooter	40175
tt0024216	King Kong	Q309048	1011615	2361
tt0473709	The TV Set	Q348275	tv_set	36381
tt0233142	3000 Miles to Graceland	Q348534	3000_miles_to_graceland	657
tt0032143	The Women	Q348678	1023906-women	5573
tt0096870	Going Overboard	Q350784	going_overboard	29109
tt0092559	And God Created Woman	Q351989	1000915-and_god_created_woman	7725
tt0418455	Adam's Apples	Q352000	adams_apples	30518
tt0268126	Adaptation	Q352431	1118700-adaptation	3625
tt1592525	Lockout	Q171193	lockout_2012	75735
tt0780521	The Princess and the Frog	Q171300	1196003-princess_and_the_frog	46991
tt0142342	Big Daddy	Q509025	big_daddy	1073
tt0249241	Werckmeister Harmonies	Q509169	werckmeister-harmoniak	3261
tt0322802	Jackass: The Movie	Q509256	jackass_the_movie	3209
tt0113851	Moonlight and Valentino	Q509323	moonlight_and_valentino	6066
tt0283283	Millennium Mambo	Q509567	millennium_mambo	9269
tt0371746	Iron Man	Q192724	iron_man	41789
tt0062728	Les Biches	Q232020	les_biches	10187
tt0069095	All the Way, Boys	Q232044	all_the_way_boys	4378
tt0065233	Go, Go, Second Time Virgin	Q232068	null	28285
tt0049877	La Traversée de Paris	Q232075	null	16942
tt0107688	The Nightmare Before Christmas	Q322328	nightmare_before_christmas	1789
tt1217243	Achilles and the Tortoise	Q340300	achilles_and_the_tortoise	49852
tt0082307	The Beyond	Q330982	beyond	1796
tt0048728	To Catch a Thief	Q331017	to_catch_a_thief	2199
tt0048055	The Far Country	Q331039	null	2564
tt0212380	Blow Dry	Q331180	1101191-blow_dry	6831
tt0034175	The Shanghai Gesture	Q331274	null	9347
tt0149691	Anywhere but Here	Q331277	anywhere_but_here	1197
tt0243736	40 Days and 40 Nights	Q232219	40_days_and_40_nights	1769
tt0050468	Gunfight at the O.K. Corral	Q232222	null	1812
tt0029747	Way Out West	Q232227	way_out_west	8410
tt0312004	Wallace & Gromit: The Curse of the Were-Rabbit	Q318428	wallace_and_gromit_curse_of_the_wererabbit	25422
tt0808151	Angels & Demons	Q192934	1189217-angels_and_demons	49002
tt0068361	The Discreet Charm of the Bourgeoisie	Q308920	discreet_charm_of_the_bourgeoisie	4789
tt0139654	Training Day	Q308929	training_day	875
tt0074442	Crime Busters	Q232166	i_due_superpiedi_quasi_piatti	9903
tt0062407	Two for the Road	Q232170	two_for_the_road	15919
tt0085601	Go for It	Q232175	1029176-go_for_it	9339
tt0060304	Two or Three Things I Know About Her	Q232217	null	14967
tt0094612	Action Jackson	Q343668	action_jackson	3820
tt0342172	Capturing the Friedmans	Q348007	capturing_the_friedmans	13825
tt0216787	The Taste of Others	Q348013	taste_of_others	1262
tt0374583	Look at Me	Q348111	look_at_me	22574
tt0120632	City of Angels	Q168010	city_of_angels	1023
tt0064116	Once Upon a Time in the West	Q168154	once_upon_a_time_in_the_west	493
tt0494238	Inkheart	Q310734	inkheart	41495
tt0780516	Flawless	Q311525	10008754-flawless	39374
tt0426578	Sophie Scholl – The Final Days	Q311626	sophie_scholl_die_letzten_tage	29484
tt0080487	Caddyshack	Q311638	caddyshack	3262
tt1244668	Soul Kitchen	Q312538	kitchen-party1997	55438
tt0071910	The Night Porter	Q312565	null	3323
tt0057590	Tom Jones	Q313315	tom_jones	5531
tt0075359	Two-Minute Warning	Q232079	twominute-warning	15388
tt0066989	Two English Girls	Q232091	les-deux-anglaises-et-le-continent-two-english-girlsanne-and-muriel	5046
tt0118523	'Til There Was You	Q232106	til_there_was_you	8746
tt0079315	The Fearless Hyena	Q232108	null	6285
tt0096464	A World Apart	Q232130	world_apart	12222
tt1563738	One Day	Q232161	771206468	70462
tt0103064	Terminator 2: Judgment Day	Q170564	terminator_2_judgment_day	200
tt0077369	Convoy	Q510388	1004703-convoy	4182
tt0028231	Secret Agent	Q510595	null	3124
tt0457495	Stormbreaker	Q169996	stormbreaker	32142
tt0119217	Good Will Hunting	Q193835	good_will_hunting	194
tt1462769	The Odd Life of Timothy Green	Q193963	the_odd_life_of_timothy_green	78699
tt0275719	Tape	Q193981	tape	2724
tt0436331	Friends with Money	Q194142	friends_with_money	29854
tt0122459	Return to Me	Q194599	return_to_me	4952
tt1568338	Man on a Ledge	Q194696	man_on_a_ledge	71754
tt0079417	Kramer vs. Kramer	Q193577	kramer_vs_kramer	929
tt0298504	Plots with a View	Q194248	1155595-undertaking_betty	15770
tt0246544	The Musketeer	Q194346	musketeer	3627
tt0213149	Pearl Harbor	Q194413	1108389-pearl_harbor	180
tt0284815	Address Unknown	Q353350	null	18191
tt0041546	Kind Hearts and Coronets	Q353753	null	4847
tt0066745	Adiós, Sabata	Q357379	null	13637
tt0113269	Haunted	Q357541	1068230-haunted	5930
tt0075265	A Star Is Born	Q300568	1019831-star_is_born	13326
tt0113718	Lumière and Company	Q507285	lumiere_and_company	9646
tt0238380	Equilibrium	Q507461	equilibrium	6324
tt0099582	Flatliners	Q514348	flatliners	454
tt1866249	The Sessions	Q514416	the_sessions	81776
tt0053619	L'Avventura	Q514531	lavventura	4192
tt1424310	Chinese Zodiac	Q391143	chinese_zodiac	85455
tt0117589	Secrets & Lies	Q391172	secrets_and_lies	869
tt0032554	The Great McGinty	Q391343	null	13235
tt0033373	Ball of Fire	Q391452	ball_of_fire	6415
tt0095082	Eight Men Out	Q340814	eight_men_out	4406
tt0076636	Rollercoaster	Q340911	1017815-rollercoaster	2709
tt1176724	Across the Hall	Q342855	null	52415
tt0445922	Across the Universe	Q342876	across_the_universe	34418
tt0093015	Dragons Forever	Q343667	null	6434
tt0067140	Duck, You Sucker!	Q510657	fistful_of_dynamite	1120
tt0480669	Los Cronocrímenes	Q510864	time_crimes	48650
tt0051429	Bonjour tristesse	Q511332	bonjour_tristesse	13528
tt1440345	This Must Be the Place	Q511347	this_must_be_the_place	73012
tt0067128	Get Carter	Q511591	1076721-get_carter	1908
tt1446714	Prometheus	Q192686	prometheus_2012	79820
tt0368891	National Treasure	Q309366	national_treasure	20843
tt0445620	Paradise Now	Q309459	paradise_now	24117
tt0800320	Clash of the Titans	Q192979	clash_of_the_titans_2010	58228
tt0466399	Ten Canoes	Q169087	null	39652
tt0499603	10 Items or Less	Q169089	10_items_or_less	37348
tt1712159	11-11-11	Q169227	11_11_11_2011	73328
tt0762121	The Nativity Story	Q171365	nativity_story	38266
tt0116367	From Dusk till Dawn	Q196004	from_dusk_till_dawn	202
tt1657510	Gimme Shelter	Q196029	gimme_shelter_2014	93374
tt1854236	Love Is All You Need	Q196103	love_is_all_you_need	77396
tt0045897	I Confess	Q512247	i_confess	3159
tt0055032	Jules and Jim	Q512350	null	4846
tt0067483	Nicholas and Alexandra	Q512475	1014986-nicholas_and_alexandra	22229
tt0366780	MirrorMask	Q512576	mirrormask	26675
tt0047443	Salt of the Earth	Q512618	salt_of_the_earth	10902
tt0095519	License to Drive	Q513411	license_to_drive	7545
tt0095801	Bagdad Café	Q513716	bagdad_cafe	4667
tt0103767	Baraka	Q514170	baraka	9125
tt0095963	Red Heat	Q514293	1017328-red_heat	2653
tt0331811	11:14	Q171582	1114	16306
tt0073486	One Flew Over the Cuckoo's Nest	Q171669	one_flew_over_the_cuckoos_nest	740
tt1408101	Star Trek Into Darkness	Q171711	star_trek_into_darkness	86408
tt0416508	Becoming Jane	Q511879	becoming_jane	39283
tt0110057	Hoop Dreams	Q511914	hoop_dreams	9492
tt0488905	The Banishment	Q512070	the_banishment	42444
tt1337137	South of the Border	Q512091	south-of-the-border	60873
tt0120782	Palmetto	Q512176	palmetto	1663
tt1101026	Admiral	Q358985	null	52177
tt0356618	The Forgotten	Q360243	forgotten	17367
tt0386038	Silentium	Q366675	null	29717
tt0047127	Jail Bait	Q366975	null	9748
tt0891527	Lions for Lambs	Q367163	lions_for_lambs	43383
tt0144715	Holy Smoke!	Q143835	holy_smoke	65
tt0035169	The Palm Beach Story	Q391515	null	2769
tt0240510	The Four Feathers	Q391540	four_feathers	4274
tt0025301	Imitation of Life	Q391541	null	40152
tt0277941	Ned Kelly	Q391542	1131148-ned_kelly	7378
tt1441951	Quartet	Q195525	quartet_2012	81852
tt0060675	Masculin Féminin	Q195593	masculine_feminine	13947
tt0085811	Krull	Q195710	krull	935
tt0044954	The Narrow Margin	Q195772	10004890-narrow_margin	8745
tt0413099	Evan Almighty	Q195949	evan_almighty	38025
tt0045152	Singin' in the Rain	Q309153	singin_in_the_rain	1110
tt0111161	The Shawshank Redemption	Q172241	shawshank_redemption	273
tt1798188	From Up on Poppy Hill	Q194726	from_up_on_poppy_hill	78383
tt0182789	Bicentennial Man	Q170250	bicentennial_man	17
tt0993842	Hanna	Q170268	hanna	65320
tt0387877	The Black Dahlia	Q313874	black_dahlia	28158
tt0305711	Just Married	Q313884	just_married	7270
tt0110074	The Hudsucker Proxy	Q313998	hudsucker_proxy	417
tt0118843	Black Cat, White Cat	Q159808	black_cat_white_cat	2104
tt1504320	The King's Speech	Q160060	the_kings_speech	66831
tt0047898	Bride of the Monster	Q367216	null	9745
tt1117385	Felon	Q367244	10010077	51102
tt0061385	Barefoot in the Park	Q367610	null	2519
tt0058085	The Fall of the Roman Empire	Q367748	fall_of_the_roman_empire	6995
tt0369436	Four Christmases	Q315592	four_christmases	48445
tt0272152	K-PAX	Q315664	kpax	862
tt0063462	The Producers	Q315732	1016819-producers	2069
tt0161860	Nowhere in Africa	Q316018	nowhere-in-africa	7458
tt1428556	A Simple Noodle Story	Q195063	770857882	60107
tt0024264	Little Women	Q195274	null	5493
tt0092618	Barfly	Q195303	barfly	4759
tt0059903	What's New Pussycat?	Q195402	null	5582
tt0347304	Kal Ho Naa Ho	Q507490	null	21931
tt0099810	The Hunt for Red October	Q507994	hunt_for_red_october	1826
tt1057581	How to Be	Q508055	1212538-how_to_be	57604
tt0059297	I Saw What You Did	Q508112	null	12386
tt0067610	Pretty Maids All in a Row	Q508163	pretty_maids_all_in_a_row	12696
tt0050419	Funny Face	Q147068	funny_face	5540
tt0099581	Flashback	Q143901	1007522-flashback	6112
tt0104691	The Last of the Mohicans	Q144483	1040678-last_of_the_mohicans	2174
tt0074281	Car Wash	Q144658	car_wash	2989
tt1139797	Let the Right One In	Q144756	lat_den_ratte_komma_in	47287
tt1185836	Adam	Q144929	1208105-adam	57882
tt0240772	Ocean's Eleven	Q205447	oceans_eleven	697
tt0780653	The Wolfman	Q205532	1194949-wolfman	48768
tt0189142	Time Regained	Q509605	time_regained	6078
tt0144117	The Boondock Saints	Q509799	boondock_saints	38
tt0089469	Legend	Q509913	1012164-legend	2249
tt0098273	Sea of Love	Q510180	sea_of_love	733
tt0074102	In the Realm of the Senses	Q510181	in_the_realm_of_the_senses	10743
tt0075244	The Song Remains the Same	Q510381	the_song_remains_the_same	58564
tt0811080	Speed Racer	Q312078	speed_racer	46314
tt0107151	The House of the Spirits	Q312394	house_of_the_spirits	1984
tt0055031	Judgment at Nuremberg	Q309545	null	5243
tt0120746	The Mask of Zorro	Q309621	mask_of_zorro	548
tt0056059	Hatari!	Q144970	hatari	4373
tt0044685	Hans Christian Andersen	Q146141	hans_christian_andersen	10411
tt0101004	Zandalee	Q146605	zandalee	3500
tt0103772	Basic Instinct	Q146673	basic_instinct	750
tt1042877	Cadillac Records	Q149431	cadillac_records	53221
tt1753496	Resident Evil: Damnation	Q150044	null	87573
tt0187738	Blade II	Q159638	blade_2_bloodhunting	1611
tt0254686	The Piano Teacher	Q159690	piano_teacher	2468
tt0418279	Transformers	Q171453	transformers_the_movie	37432
tt0404030	Everything Is Illuminated	Q313659	everything_is_illuminated	24328
tt0078875	The Tin Drum	Q313764	tin_drum	1486
tt1521197	Anonymous	Q313819	anonymous_2011	69733
tt0208003	Big Momma's House	Q316023	big_mommas_house	2
tt0108211	Stalingrad	Q316225	1072969-stalingrad	1847
tt0088323	The NeverEnding Story	Q316555	the_neverending_story_1984	1475
tt0362227	The Terminal	Q318766	1133499-1133499-terminal	18155
tt0045848	Sawdust and Tinsel	Q318827	sawdust_and_tinsel	7011
tt0092068	Tenue de soirée	Q318838	null	6581
tt0056868	Billy Liar	Q317585	billy_liar	7003
tt0076845	Twilight's Last Gleaming	Q318016	twilights_last_gleaming	19387
tt0032181	Abe Lincoln in Illinois	Q318169	abe_lincoln_in_illinois	11706
tt0033922	Mr. & Mrs. Smith	Q318651	null	1763
tt1605783	Midnight in Paris	Q206124	midnight_in_paris	73947
tt0105328	Schtonk!	Q314120	null	23885
tt0082736	Mephisto	Q314418	null	5645
tt0133385	Asterix & Obelix Take On Caesar	Q314642	asterix-es-obelix-17064	2194
tt1188729	Pandorum	Q314942	pandorum	53151
tt0388395	Schultze Gets the Blues	Q315356	null	18092
tt0117407	Pusher	Q316761	pusher_trilogy	5699
tt0088315	Un amour de Swann	Q317311	swann_in_love	11515
tt0050585	Canal	Q94792	null	8688
tt0330373	Harry Potter and the Goblet of Fire	Q102225	harry_potter_and_the_goblet_of_fire	28148
tt0034428	Across the Pacific	Q319174	null	2698
tt0109415	Children of the Corn III: Urban Harvest	Q368109	children_of_the_corn_iii_urban_harvest	9844
tt0065555	Città violenta	Q368136	null	8015
tt0193560	Texas Rangers	Q368421	1111103-texas_rangers	8225
tt0067185	Harold and Maude	Q368577	harold_and_maude	5370
tt0762114	License to Wed	Q368674	10007597-license_to_wed	37817
tt0790590	Botched	Q369094	1193780-botched	38587
tt1783232	Fetih 1453	Q171731	fetih_1453_2012	82592
